Type,Subject,Keywords,Release date,description,title,link
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Total operating expenses of plant material purchases for growing on and for resale, gross yearly payroll including seasonal permanent labour, natural gas, heating oil, electricity and other crop and operating expenses.",Greenhouse producers' operating expenses,/t1/tbl1/en/tv.action?pid=3210024501
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Production and sales of flowers and plants (potted plants, cuttings, cut flowers and bedding plants).",Production and sale of greenhouse flowers and plants,/t1/tbl1/en/tv.action?pid=3210024601
Data,Agriculture,Dairy products,2018-12-20,"Production of concentrated milk products, Canada and provinces (in tonnes). Data are available on a monthly basis.",Production of concentrated milk products,/t1/tbl1/en/tv.action?pid=3210024701
Data,Agriculture,Grains and field crops,2008-10-06,"This table contains 238 series, with data for years 1971 - 2003 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Supply and disposition (30 items: Supplies, total;Production;Imports;Beginning stocks, total; ...); Type of crop (10 items: Wheat;Wheat, excluding durum;Durum wheat;Oats; ...). ","Supply and disposition of principal grains, by crop year",/t1/tbl1/en/tv.action?pid=3210025001
Data,Agriculture,Grains and field crops,2008-10-06,"This table contains 90 series, with data for years 1978 - 1993 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (7 items: Canada;Maritime provinces;Prince Edward Island;Nova Scotia; ...); Estimates (5 items: Area;Average yield;Production;Average price per kilogram; ...);Tobacco products (6 items: All types of tobacco;Flue-cured;Burley;Dark (air-cured and fire-cured); ...).","Area, production and farm value of tobacco",/t1/tbl1/en/tv.action?pid=3210025101
Data,Agriculture,Grains and field crops,2008-10-06,"This table contains 176 series, with data for years 1972 - 1992 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (11 items: Canada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia; ...) ;Type of grain consumption (16 items: Total grain consumption;Milk cows;Bulls;Milk heifers; ...).",Grain consumption,/t1/tbl1/en/tv.action?pid=3210025201
Data,Agriculture,Grains and field crops,2008-10-06,"This table contains 4 series, with data for years 1946 - 1984 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada) ; Type of grain products (4 items: Wheat flour production, percent of capacity;Wheat flour production;Wheat flour exports;Oatmeal and rolled oats production).",Manufactured food grain products,/t1/tbl1/en/tv.action?pid=3210025301
Data,Agriculture,Grains and field crops,2008-10-06,"This table contains 360 series, with data for years 1952 - 1991 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (3 items: Manitoba;Saskatchewan;Alberta); Stages of development and harvesting (8 items: Date when seeding is general;Date when heading is general;Date when swathing is started;Date when swathing is general; ...); Crop district (35 items: Total;Crop district 1;Crop district 1A;Crop district 1B; ...).",Stages of development and harvesting of spring wheat for selected provinces,/t1/tbl1/en/tv.action?pid=3210025401
Data,Agriculture,Grains and field crops,2008-10-06,"This table contains 104 series, with data for years 1977 - 1991 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available):Geography (1 item: Manitoba) ; Stages of development and harvesting (8 items: Date when seeding is general;Date when heading is general;Date when swathing is started;Date when swathing is general; ...) ;Crop district (13 items: Total;Crop district 1;Crop district 2;Crop district 3; ...).",Stages of development and harvesting of spring wheat for Manitoba and crop districts,/t1/tbl1/en/tv.action?pid=3210025501
Data,Agriculture,Grains and field crops,2017-02-16,"This table contains 146 series, with data for years 1933 - 1978 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available):Geography (1 item: Canada) ;Supply and disposition (25 items: Total supplies;Production;Imports;Stocks at commencement of crop year; ...) ;Type of crop (7 items: Wheat;Oats;Barley;Rye; ...).","Supply and disposition of selected principal grains, by crop year",/t1/tbl1/en/tv.action?pid=3210025601
Data,Agriculture,Grains and field crops,2008-10-06,"This table contains 60 series, with data for years 1908 - 1976 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available):Geography (12 items: Canada;Maritime provinces;Prince Edward Island;Nova Scotia; ...) ;Field roots (5 items: Seeded area;Average yield;Production;Average farm price; ...).","Estimated area, yield, production, average farm price and total farm value for field roots, in imperial units",/t1/tbl1/en/tv.action?pid=3210025701
Data,Agriculture,"Fruits, berries and nuts",2008-10-06,"This table contains 46 series, with data for years 1970 - 1986 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available):Geography (1 item: Canada); Type of fruit (9 items: Total fruit;Apples;Blueberries;Cherries; ...); Type of container (6 items: Containers 0.454 kilograms and under;Containers over 0.454 kilograms up to 13.6 kilograms;Containers over 13.6 kilograms;Frozen fruit and in preservatives; ...).","Fruit, frozen and in preservatives in storages and factories",/t1/tbl1/en/tv.action?pid=3210025801
Data,Agriculture,"Fruits, berries and nuts",2008-10-06,"This table contains 32 series, with data for years 1970 - 1986 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available):Geography (8 items: Canada;Maritime provinces;Quebec;Ontario; ...); Type of fruit (2 items: Apples;Pears); Type of storage (3 items: Total in storage;Controlled atmosphere;Cold and common storage).",Apples and pears in cold and common storage,/t1/tbl1/en/tv.action?pid=3210025901
Data,Agriculture,Vegetables,2008-10-06,"This table contains 40 series, with data for years 1970 - 1986 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (8 items: Canada;Maritime provinces;Quebec;Ontario; ...) ; Type of product (5 items: Potatoes;Onions;Carrots;Cabbage; ...) ; Type of storage (1 item: Cold and common storage).",Vegetables in cold and common storage,/t1/tbl1/en/tv.action?pid=3210026001
Data,Agriculture,Vegetables,2008-10-06,"This table contains 16 series, with data for years 1970 - 1986 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Type of vegetable (16 items: Grand total;Total, frozen vegetables;Asparagus;Green beans; ...); Type of holding (1 item: Frozen vegetables held in storages and factories).",Frozen vegetables in storages and factories,/t1/tbl1/en/tv.action?pid=3210026101
Data,Agriculture,Vegetables,2008-10-06,"This table contains 13 series, with data for years 1970 - 1986 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Type of vegetable (13 items: Total vegetables reported;Asparagus;Green beans;Wax beans; ...); Type of holding (1 item: Frozen vegetables intended for re-manufacture held in storages and factories).",Frozen vegetables intended for re-manufacture in storages and factories,/t1/tbl1/en/tv.action?pid=3210026201
