Title,Description,Link,Ensemble Classification
Food insecurity among Inuit living in Inuit Nunangat,"Using data from the 2012 Aboriginal Peoples Survey (APS), this study examines the prevalence of food insecurity among Inuit aged 25 and over living in Inuit Nunangat, and the factors associated with food insecurity among Inuit adults. Food insecurity can refer to situations when the amount of food purchased does not last and there is not enough money to buy more food, balanced meals are unaffordable, or household members cut the size of their meals or skip meals because there is not enough money for sufficient food. This study also discusses some of the health outcomes of Inuit adults who live in a food insecure household.",https://www150.statcan.gc.ca/n1/en/catalogue/75-006-X201700114774,Health Outcome
Food insecurity in Canadian households,"In 1998/99, on behalf of Human Resources Development Canada, Statistics Canada asked questions about food insecurity on the National Population Health Survey (NPHS) in order to select respondents to participate in a Food Insecurity Supplement. The result was data from a nationally representative sample. This article uses those data to examine the extent and possible determinants of food insecurity, several related health outcomes, and the use of food banks, soup kitchens or other charitable agencies by people who were food insecure. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x20000045796,Health Outcome
Fruit and vegetable consumption,"Low frequency of fruit and vegetable consumption is associated with other risky health behaviours or conditions, such as physical inactivity, smoking, obesity and alcohol-dependence. Women reported eating fruit and vegetables more often than did men. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x20010036103,Health Outcome
Food insecurity,"The present study examines food insecurity prevalence according to age, sex and province of residence for Canadians aged 12 and over. The characteristics of people most likely to live in a household where there is not enough money to eat, such as education level, income and family type are also presented. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x20040037841,Health Outcome
Obesity and the eating habits of the Aboriginal population,This article compares rates of overweight/obesity and obesity and food consumption patterns of off-reserve Aboriginal and non-Aboriginal people aged 19 to 50 in Ontario and the western provinces. The data are from the 2004 Canadian Community Health Survey: Nutrition. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x200800110487,Health Outcome
Under-reporting of energy intake in the Canadian Community Health Survey,"Data from 16,190 respondents to the 2004 Canadian Community Health Survey - Nutrition were used to estimate under-reporting of food intake for the population aged 12 or older in the 10 provinces. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x200800410703,Health Outcome
Diet composition and obesity among Canadian adults,"This study examines the association between obesity and the relative percentages of fats, carbohydrates, protein and fibre in the diets of Canadians. The data are from the 2004 Canadian Community Health Survey - Nutrition. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x200900410933,Health Outcome
Vitamin D status of Canadians as measured in the 2007 to 2009 Canadian Health Measures Survey,This study identifies population groups that are likely to have lower concentrations of vitamin D and factors associated with vitamin D status. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201000111131,Health Outcome
Associations between household food insecurity and health outcomes in the Aboriginal population (excluding reserves),"Data from the 2004 Canadian Community Health Survey - Nutrition were used to examine the relationships between household food security and self-reported health, well-being and health behaviours in a sample of Aboriginal adults living off reserve. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201100211435,Health Outcome
"Bone health: Osteoporosis, calcium and vitamin D",This article profiles the population aged 50 or older who reported having been diagnosed with osteoporosis. Variables associated with increased risk of diagnosis and differences between 2004 and 2009 are presented. Intake of calcium and vitamin D from food and from supplements is analyzed by the presence or absence of osteoporosis. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201100311515,Health Outcome
Prevalence and correlates of folic acid supplement use in Canada,"This analysis uses data from the 2007 to 2009 Canadian Health Measures Survey to investigate self-reported intake of folic acid-containing supplements. Associations with socio-demographic, behavioural and clinical factors were studied. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201200211677,Health Outcome
Iron sufficiency of Canadians,This study uses data from cycle 2 (2009 to 2011) of the Canadian Health Measures Survey to update estimates of the iron status of Canadians. These data allow for the examination of associations between selected socio-demographic and health variables and measures of iron status. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201200411742,Health Outcome
Nutritional risk among older Canadians,Data from the 2008/2009 Canadian Community Health Survey-Healthy Aging were used to estimate the prevalence of nutritional risk by selected characteristics. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201300311773,Health Outcome
