Description,Link,Title
"The publication is a joint initiative by Agriculture and Agri-Food Canada and Statistics Canada providing detailed financial information (assets, liabilities, revenues and expenditures data) on farms across Canada. The data are disaggregated by province, farm type and revenue class. This publication also includes data highlights, information on concepts, methods, data quality and the survey questionnaire. ",https://www150.statcan.gc.ca/n1/en/catalogue/21f0008x,Farm Financial Survey
"This product provides an overview of the Canadian greenhouse industry. Included are annual estimates of the total area under glass and plastic, months of operation and the total sales. Estimates of employment, labour costs, investments, purchases of plant materials and heating fuel costs are also available. Information on the value of sales of greenhouse vegetables, flowers and ornamental plants are published, as well as the production of flowers by variety. Also included are estimates on the area, cost of purchases, employment and value of nursery stock and sod. Finally, there is information on the proportion of sales through various channels. ",https://www150.statcan.gc.ca/n1/en/catalogue/22-202-x,"Greenhouse, Sod and Nursery Industries"
"This weekly interactive information package produces timely, quantitative and objective information on crop and pasture conditions at the provincial/state, census agricultural region / county, census division, census consolidated subdivision and township levels. It includes colour images and maps, graphs and tables from the Crop Condition Assessment Application (CCAP). Interactive and available free via the Internet, the CCAP uses low-resolution, digital satellite data during the growing season to monitor the changing vegetation conditions over the whole agriculture area of Canada and the northern half of the United States. ",https://www150.statcan.gc.ca/n1/en/catalogue/22-205-x,Crop Condition Assessment Program
"This publication contains data on the hog industry: inventory on farms, supply and disposition, farm production, inventory by farm type and prices. ",https://www150.statcan.gc.ca/n1/en/catalogue/23-010-x,Hog Statistics
"This publication contains data on the sheep industry, that is inventory on farms, supply-disposition, farm production, inventory by farm type and prices. ",https://www150.statcan.gc.ca/n1/en/catalogue/23-011-x,Sheep Statistics
"This publication contains data on the cattle industry: inventory on farms, supply and disposition, farm production, inventory by farm type and prices. ",https://www150.statcan.gc.ca/n1/en/catalogue/23-012-x,Cattle Statistics
"This publication contains data on the dairy industry, including volume of milk and cream sold off farm, sales of fluid milk and cream; production of selected products and by-products; stocks of various dairy products; and imports and exports of milk and dairy products. ",https://www150.statcan.gc.ca/n1/en/catalogue/23-014-x,Dairy Statistics
"This publication presents data on the turkey, chicken, stewing hen and egg industries. The topics covered in this study include production and value, disposition, stocks, prices and the per capita consumption disappearance of poultry meat and eggs. ",https://www150.statcan.gc.ca/n1/en/catalogue/23-015-x,Poultry and Egg Statistics
"This publication contains charts and tables presenting current and historical data on the turkey, chicken, stewing hen and egg industries in Canada. The topics covered include annual supply, disposition and per capita disappearance of poultry meat and eggs at the national level. Production and value are given for each commodity at the provincial level. Notes on concepts, methods and data highlights are included. ",https://www150.statcan.gc.ca/n1/en/catalogue/23-202-x,Production of Poultry and Eggs
"This publication contains data from 1976 to date for major livestock series: cattle and calves, hogs, sheep and lambs, wool, furs, trade and prices, stocks of frozen meats, and apparent per capita meat consumption. Data highlights are also included. New and revised estimates for these data are released four times a year. ",https://www150.statcan.gc.ca/n1/en/catalogue/23-603-x,Livestock Statistics
"This publication presents value and quantity of products shipped by manufacturers, classified by commodity, for Canada and the provinces. Commodities used have been based on the Industrial Commodity Classification (ICC) up to 1986 and on the Standard Classification of Goods (SCG), which is the Canadian adaptation of the international Harmonised System (H.S.), for 1988 and subsequent years. ",https://www150.statcan.gc.ca/n1/en/catalogue/31-211-x,Products Shipped by Canadian Manufacturers
"This publication contains supply, disposition and per capita disappearance data for the following food groups: cereals, sugars and syrups, pulses and nuts, beverages, dairy products and by-products, poultry, eggs and meats. Per capita disappearance is available on both a retail weight and fresh equivalent basis per day and per year. ",https://www150.statcan.gc.ca/n1/en/catalogue/32-229-x,Food Consumption in Canada: Part 1
"This publication contains supply, disposition and per capita disappearance data for the following food groups: oils and fats, fruits, vegetables, potatoes and fish. Per capita disappearance is available on both a retail weight and fresh equivalent basis per day and per year. ",https://www150.statcan.gc.ca/n1/en/catalogue/32-230-x,Food Consumption in Canada. Part II
"This publication contains annual aggregate data of Canadian enterprises classified by 67 industry groups. The industry breakdowns are based on the North American Industry Classification System for companies and enterprises (NAICS Canada 2012). The data include: asset, liability and equity items encompassed in a balance sheet, revenue and expense items as reported on an income statement, a reconciliation of net profit to taxable income and taxes payable, along with several common financial performance ratios. ",https://www150.statcan.gc.ca/n1/en/catalogue/61-219-x,Financial and Taxation Statistics for Enterprises
"This publication presents the monthly estimates of total receipts of restaurants, caterers and taverns both at the Canada and provincial levels. The estimates for restaurants are broken down into five categories (full-service restaurants, limited-service restaurants, contract caterers, social and mobile caterers and taverns). Preliminary data along with revised data from the previous month and year-to-date estimates are accompanied by highlights or text. ",https://www150.statcan.gc.ca/n1/en/catalogue/63-011-x,"Restaurant, Caterer and Tavern Statistics"
"This product provides an overview of trends in the food services and drinking places industry. It provides users with information required for making corporate decisions, monitoring programs and reviewing policies. The tables focus on financial and operating data. ",https://www150.statcan.gc.ca/n1/en/catalogue/63-243-x,Food Services and Drinking Places
"Over 80 indicators measure the health of the Canadian population and the effectiveness of the health care system. Designed to provide comparable information at the health region and provincial/territorial levels, these data are produced from a wide range of the most recently available sources. This Internet publication is produced by Statistics Canada and the Canadian Institute for Health Information. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-221-x,Health Indicators
